序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
617,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=665,上海华依科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/d076bcbd5b1645d78870acf55d030620.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-12-17
618,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=665,上海华依科技集团股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/4c3308669b2c46d7abb4c9dd4f512a89.pdf,8-1 发行人及保荐机构回复意见,2020-10-12
619,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=578,上海霍莱沃电子系统技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/a50b8f69b3d3489084700f54115a86d6.pdf,8-1 发行人及保荐机构关于第二轮问询的回复意见,2020-10-29
620,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=578,上海霍莱沃电子系统技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/cdf398b1b5a64feb838035db327c4b29.pdf,8-1 发行人及保荐机构回复意见,2020-09-09
621,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1100,上海骄成超声波技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202205/afc8f73675c4450d8adaa25464b51827.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-05-04
622,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1100,上海骄成超声波技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/c900201fc59142faa15c5361cc6dca14.pdf,8-1 发行人及保荐机构关于审核问询函的回复（豁免版）,2022-03-31
623,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=269,上海君实生物医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/db3dcb9e1ade401cb89cd88d65248643.pdf,8-1 发行人及保荐机构回复意见（二）,2020-03-02
624,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=269,上海君实生物医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/bdd863d73c274b9c8276fc417c792000.pdf,8-1 发行人及保荐机构回复意见,2019-12-26
625,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=300,上海凯赛生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/f692fa6d55e9436a8a06104d5d0fa757.pdf,8-1 发行人及保荐机构三轮问询回复意见,2020-05-22
626,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=300,上海凯赛生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/3643ee4bdc1245f6b5efecab4676f431.pdf,8-1 二轮问询发行人及保荐机构回复意见,2020-05-15
627,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=300,上海凯赛生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/e187e4cf763c41c7ba30aeb098020ebd.pdf,8-1 发行人及保荐机构回复意见,2020-03-24
628,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1116,上海联影医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202204/89e513c6c85b44349c0b2917e2ed5b8a.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函之回复报告,2022-04-05
629,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1116,上海联影医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/5ccbe910e40940efa362245f50b00027.pdf,8-1-1 发行人及保荐机构关于审核问询函之回复报告,2022-03-19
630,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1045,上海盟科药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/b0c2d45cae8747ad99f975cf14ee5e4f.pdf,8-1 发行人及保荐机构第二轮回复意见,2022-03-09
631,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1045,上海盟科药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/8533178a21d74d8b9e0110d67d95008e.pdf,8-1 发行人及保荐机构回复意见,2022-01-18
632,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=801,上海南方模式生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/f21b5b6255a34950b39b7cf4193d62b6.pdf,8-1-3 发行人及保荐机构第三轮审核问询函回复意见,2021-07-12
633,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=801,上海南方模式生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/516db4ba1afd4ab1905bfa38ed8fd32d.pdf,8-1-2 发行人及保荐机构第二轮审核问询函回复意见,2021-06-22
634,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=801,上海南方模式生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/bf9db8de6c974e56aa4c0552f555c0ba.pdf,8-1 发行人及保荐机构回复意见,2021-03-30
635,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=483,上海派能能源科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/22706a4402124358bd0c5a1546223408.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-08-19
636,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=483,上海派能能源科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/972ce754a3d24057bcbe061dbac1d09b.pdf,8-1 发行人及保荐机构回复意见,2020-07-22
637,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=933,上海仁度生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202110/38271b7eca0c4b2b8678c0379d6d3e9a.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-10-27
638,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=933,上海仁度生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/db44783724b44670a702161dc9b6de74.pdf,8-1 发行人及保荐机构关于第一轮审核问询函的回复,2021-08-30
639,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=598,上海睿昂基因科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/4a17ec528e1b4f0daaba789fdf6990dc.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2020-11-03
640,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=598,上海睿昂基因科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/6166ad947d92489b8e184ce86a9889d5.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复（2020年半年报财务数据更新版）,2020-09-30
641,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=598,上海睿昂基因科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/f9709b09e1664b969fd91f00283a6634.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-08-26
642,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=198,上海三友医疗器械股份有限公司,1,http://static.sse.com.cn/stock/information/c/201912/75f15e8e26a44f949dd9ca6c8009be6b.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2019-12-09
643,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=198,上海三友医疗器械股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/bf3ad24492a7456385a7940a2813d203.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2019-11-19
644,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=198,上海三友医疗器械股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/c6bfe25bbbca45f9b8a20f043aa40c8a.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2019-10-18
645,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=994,上海微创电生理医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/630403336e094d9188d161bd231e14fb.pdf,8-1-3 关于上海微创电生理医疗科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2021年年报财务数据更新版）,2022-03-18
646,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=994,上海微创电生理医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202111/91c44aea5848449d9205b19e27895d49.pdf,8-1 发行人及保荐机构第二轮回复意见,2021-11-04
647,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=994,上海微创电生理医疗科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/6e5606e4ad0f459a8f14abf300cec0b2.pdf,8-1 发行人及保荐机构回复意见,2021-09-24
648,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=98,上海微创心脉医疗科技（集团）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/d55c598d098c4776afd91499c9b16478.pdf,心脉医疗及国泰君安、华菁证券关于第三轮审核问询函的回复,2019-06-06
649,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=98,上海微创心脉医疗科技（集团）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/ce8adda51f3744aca913c9ea888c8485.pdf,心脉医疗及国泰君安、华菁证券关于第二轮审核问询函的回复,2019-05-24
650,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=98,上海微创心脉医疗科技（集团）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/2b14edbc25ff494f9ada5339bd694e10.pdf,心脉医疗及国泰君安、华菁证券关于审核问询函的回复,2019-05-07
651,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1090,上海伟测半导体科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202205/811fd438963d4fb69b098ab6eb9dfaec.pdf,8-1 发行人及保荐机构关于第二轮问询函的回复,2022-05-11
652,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1090,上海伟测半导体科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202203/4d5005d27c1a4841b3e59569a2c960f7.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2022-03-07
653,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=332,上海先惠自动化技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/67716f6ef67f4ebfb273349a9d7a0d36.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2020-05-06
654,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=332,上海先惠自动化技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/dfb0c52af31d46e99892c12468af3aec.pdf,8-1-1 发行人及保荐机构关于审核问询函的回复（2019年报财务数据更新版）,2020-04-08
655,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=865,上海芯导电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/df6a613556d94726bd9c6a31746387be.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2021-08-12
656,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=865,上海芯导电子科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202106/af0440f2cd5f4c8f84db18b266fd8c52.pdf,8-1 发行人及保荐机构回复意见,2021-06-30
657,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=895,上海宣泰医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/2918e40c8cec44b98768f0d336dd4687.pdf,8-1 发行人及保荐机构关于审核问询函的第二轮回复,2021-09-07
658,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=895,上海宣泰医药科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/a5c785c5dbb246a08df2a431adfbffc4.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-08-06
659,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=694,上海谊众药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/5e6024a3491f4915b9d0cb7704883780.pdf,8-1 发行人及保荐机构四轮审核问询回复,2021-01-11
660,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=694,上海谊众药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/54aee8e1699b42038862f8043c46cf8f.pdf,8-1 发行人及保荐机构三轮审核问询回复,2020-12-25
661,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=694,上海谊众药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/c5dd1d12394e472cb083507232362bc8.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-12-11
662,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=694,上海谊众药业股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/af47afac16494d10b875dac3cad2c0ed.pdf,8-1 发行人及保荐机构回复意见,2020-10-13
663,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=379,上海正帆科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/2840fc4bf2274ce1a7d8fd8b9fa9fe7d.pdf,发行人及保荐机构回复意见（二）,2020-06-03
664,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=379,上海正帆科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/69882e8579ca4c43ba790f2357bfba07.pdf,发行人及保荐机构回复意见,2020-05-25
665,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=845,上海卓然工程技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/0dd32d0bdabb494490e40aa29e6d0a55.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-05-26
666,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=845,上海卓然工程技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/7fbcf1a19ff244e8ba15c5935254e335.pdf,8-1 发行人及保荐机构回复意见,2021-04-20
667,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=337,上纬新材料科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/f00f6f96f6a741ce8a5ba6edd5694900.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-07-01
668,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=337,上纬新材料科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/18a77b22ff8f495a976bc3f7d7c35e35.pdf,8-1 发行人及保荐机构回复意见,2020-05-22
669,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=41,深圳传音控股股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/7a009a32d2584a35ae2ac02b5e1fffee.pdf,《深圳传音控股股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函》之回复报告,2019-06-17
670,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=41,深圳传音控股股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/a34b65502f1b40f4b3610c13fb5c9617.pdf,《深圳传音控股股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函》之回复报告,2019-05-28
671,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=41,深圳传音控股股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/166598fddeba4089b3ca50b4a6f82687.pdf,《深圳传音控股股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函》之回复报告,2019-05-06
672,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=21,深圳光峰科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/be364705256746e3b8054446e0d227d4.pdf,8-1 发行人及保荐机构第三轮回复意见,6/3/2019
673,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=21,深圳光峰科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/098a98ea82494a09a6e3a5fb008dac05.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2019-05-20
674,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=21,深圳光峰科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/8233dc67a5104631b2bf4d82dab5807e.pdf,8-1 发行人及保荐机构回复意见,2019-05-07
675,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=792,深圳华大智造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202104/490d4d0b62cd42c3aacd9e51d1437402.pdf,8-1发行人及保荐机构第二轮审核问询函回复,2021-04-21
676,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=792,深圳华大智造科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/252ed982a55740d496875385573b7c13.pdf,8-1 发行人及保荐机构第一轮审核问询函的回复,2021-03-20
677,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=412,深圳惠泰医疗器械股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/e27be2e2d21043b09bf7a11724efe237.pdf,8-1 关于深圳惠泰医疗器械股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函之回复报告,2020-08-10
678,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=412,深圳惠泰医疗器械股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/3129ed346c164f90922110d44daf41de.pdf,8-1 发行人及保荐机构回复意见,2020-06-22
679,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=117,深圳普门科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/43aab3b6340d49f6b0ff21655db25631.pdf,8-1-3 发行人及保荐机构关于深圳普门科技股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复（2019年半年报财务数据更新版）,2019-09-17
